image_name,xmin,ymin,xmax,ymax,class_id
20160927110318-550_color-%5BROI-1%5D-49.jpg,1211.7154811715482,579.7316941074523,1368.36820083682,738.9483318890814,1
20160927110318-550_color-%5BROI-1%5D-49.jpg,1561.1715481171548,599.8010181975736,1717.8242677824267,749.6519714038128,1
20160927110318-550_color-%5BROI-1%5D-39.jpg,635.9832635983263,599.8010181975736,787.2803347280334,750.9899263431543,1
20160927110318-550_color-%5BROI-1%5D-39.jpg,808.7029288702929,598.4630632582323,966.6945606694561,752.3278812824957,1
20160927110318-550_color-%5BROI-1%5D-39.jpg,1562.510460251046,595.7871533795494,1719.1631799163179,750.9899263431543,1
20160927110318-550_color-%5BROI-1%5D-53.jpg,674.8117154811715,602.4769280762565,831.4644351464435,748.3140164644715,1
20160927110318-550_color-%5BROI-1%5D-53.jpg,874.3096234309623,599.8010181975736,1025.6066945606694,749.6519714038128,1
20160927110318-550_color-%5BROI-1%5D-53.jpg,1558.4937238493724,594.449198440208,1713.807531380753,748.3140164644714,1
20160927110318-550_color-%5BROI-1%5D-54.jpg,681.5062761506276,591.7732885615252,843.5146443514644,746.97606152513,1
20160927110318-550_color-%5BROI-1%5D-54.jpg,875.6485355648535,589.0973786828423,1033.6401673640166,744.3001516464471,1
20160927110318-550_color-%5BROI-1%5D-54.jpg,1565.1882845188284,594.449198440208,1716.4853556485355,744.3001516464471,1
20160927110318-550_color-%5BROI-1%5D-51.jpg,802.0083682008368,622.5462521663778,919.8326359832636,736.2724220103986,1
20160927110318-550_color-%5BROI-1%5D-51.jpg,1525.020920502092,622.5462521663778,1645.5230125523012,738.9483318890815,1
20160927110318-550_color-%5BROI-1%5D-60.jpg,728.36820083682,590.4353336221837,885.0209205020919,749.6519714038129,1
20160927110318-550_color-%5BROI-1%5D-60.jpg,918.4937238493724,595.7871533795494,1077.824267782427,750.9899263431543,1
20160927110318-550_color-%5BROI-1%5D-60.jpg,1606.694560669456,590.4353336221837,1772.7196652719665,748.3140164644715,1
20160927110318-550_color-%5BROI-1%5D-59.jpg,723.0125523012553,589.0973786828423,879.6652719665271,745.6381065857886,1
20160927110318-550_color-%5BROI-1%5D-59.jpg,1554.4769874476988,594.449198440208,1713.807531380753,744.3001516464471,1
20160927110318-550_color-%5BROI-1%5D-61.jpg,634.6443514644351,593.1112435008665,783.2635983263598,755.0037911611785,1
20160927110318-550_color-%5BROI-1%5D-61.jpg,807.3640167364016,598.4630632582323,959.9999999999999,750.9899263431544,1
20160927110318-550_color-%5BROI-1%5D-61.jpg,1563.8493723849372,602.4769280762565,1719.1631799163179,752.3278812824957,1
20160927110318-550_color-%5BROI-1%5D-62.jpg,661.4225941422594,598.4630632582323,808.7029288702929,749.6519714038129,1
20160927110318-550_color-%5BROI-1%5D-62.jpg,830.1255230125523,599.8010181975736,985.439330543933,749.6519714038128,1
20160927110318-550_color-%5BROI-1%5D-62.jpg,1578.5774058577406,601.1389731369151,1731.2133891213389,749.6519714038128,1
20160927110318-550_color-%5BROI-1%5D-71.jpg,617.2384937238494,598.4630632582323,771.2133891213389,748.3140164644715,1
20160927110318-550_color-%5BROI-1%5D-71.jpg,795.3138075313807,597.1251083188909,946.6108786610878,749.6519714038129,1
20160927110318-550_color-%5BROI-1%5D-71.jpg,1558.4937238493724,598.4630632582323,1709.7907949790795,749.6519714038129,1
20160927110318-550_color-%5BROI-1%5D-79.jpg,622.5941422594142,598.4630632582323,771.2133891213389,746.97606152513,1
20160927110318-550_color-%5BROI-1%5D-79.jpg,797.9916317991631,594.449198440208,950.6276150627614,749.6519714038128,1
20160927110318-550_color-%5BROI-1%5D-79.jpg,1579.9163179916318,597.1251083188909,1735.2301255230125,748.3140164644715,1
20160927110318-550_color-%5BROI-1%5D-8.jpg,1749.958158995816,595.7871533795494,1909.2887029288704,746.97606152513,1
20160927110318-550_color-%5BROI-1%5D-8.jpg,1428.6192468619247,593.1112435008665,1587.949790794979,745.6381065857886,1
20160927110318-550_color-%5BROI-1%5D-8.jpg,819.4142259414225,593.1112435008665,972.0502092050208,749.6519714038128,1
20160927110318-550_color-%5BROI-1%5D-8.jpg,646.694560669456,594.449198440208,796.6527196652719,748.3140164644714,1
20160927110318-550_color-%5BROI-1%5D-84.jpg,238.32635983263597,599.8010181975736,396.31799163179915,749.6519714038128,1
20160927110318-550_color-%5BROI-1%5D-84.jpg,415.06276150627616,597.1251083188909,573.0543933054394,752.3278812824957,1
20160927110318-550_color-%5BROI-1%5D-84.jpg,605.1882845188284,595.7871533795494,763.1799163179916,752.3278812824957,1
20160927110318-550_color-%5BROI-1%5D-84.jpg,1033.6401673640166,597.1251083188909,1187.6150627615061,746.97606152513,1
20160927110318-550_color-%5BROI-1%5D-84.jpg,1547.7824267782426,585.0835138648181,1708.4518828451883,750.9899263431544,1
20160927110318-550_color-%5BROI-1%5D-82.jpg,1554.4769874476988,598.4630632582323,1708.4518828451883,749.6519714038129,1
20160927110318-550_color-%5BROI-1%5D-82.jpg,802.0083682008368,598.4630632582323,957.3221757322176,749.6519714038129,1
20160927110318-550_color-%5BROI-1%5D-82.jpg,633.3054393305439,591.7732885615252,785.9414225941422,748.3140164644715,1
20160927110318-550_color-%5BROI-1%5D-85.jpg,756.4853556485356,577.0557842287695,910.4602510460252,732.2585571923744,1
20160927110318-550_color-%5BROI-1%5D-85.jpg,933.2217573221757,597.1251083188909,1085.857740585774,746.97606152513,1
20160927110318-550_color-%5BROI-1%5D-85.jpg,1616.0669456066944,593.1112435008665,1770.0418410041839,740.2862868284228,1
20160927110318-550_color-%5BROI-1%5D-83.jpg,673.4728033472803,602.4769280762565,828.7866108786611,749.6519714038128,1
20160927110318-550_color-%5BROI-1%5D-83.jpg,871.6317991631798,598.4630632582323,1021.5899581589957,749.6519714038129,1
20160927110318-550_color-%5BROI-1%5D-83.jpg,1559.8326359832636,597.1251083188909,1712.4686192468619,748.3140164644715,1
20160927110318-550_color-%5BROI-1%5D-9.jpg,876.9874476987447,603.814883015598,1028.2845188284518,750.9899263431543,1
20160927110318-550_color-%5BROI-1%5D-9.jpg,1571.8828451882844,597.1251083188909,1728.5355648535563,748.3140164644715,1
20160927111324-550_color-%5BROI-1%5D-13.jpg,219.581589958159,602.7060751748252,373.55648535564853,751.3529283216783,1
20160927111324-550_color-%5BROI-1%5D-13.jpg,398.99581589958154,601.3669143356643,554.3096234309623,754.03125,1
20160927111324-550_color-%5BROI-1%5D-13.jpg,574.3933054393306,597.3494318181819,727.0292887029289,748.6746066433567,1
20160927111324-550_color-%5BROI-1%5D-13.jpg,1045.6903765690377,589.3144667832167,1201.0041841004183,752.6920891608391,1
20160927111324-550_color-%5BROI-1%5D-13.jpg,1557.1548117154812,587.9753059440559,1715.1464435146443,747.3354458041957,1
20160927111324-550_color-%5BROI-1%5D-10.jpg,701.5899581589958,605.3843968531469,843.5146443514644,751.3529283216783,1
20160927111324-550_color-%5BROI-1%5D-10.jpg,882.3430962343095,605.3843968531469,1028.2845188284518,754.03125,1
20160927111324-550_color-%5BROI-1%5D-10.jpg,1567.8661087866108,601.3669143356643,1720.502092050209,751.3529283216783,1
20160927111324-550_color-%5BROI-1%5D-20.jpg,650.7112970711297,593.3319493006993,800.6694560669456,744.6571241258741,1
20160927111324-550_color-%5BROI-1%5D-20.jpg,847.531380753138,604.045236013986,1006.8619246861924,751.3529283216783,1
20160927111324-550_color-%5BROI-1%5D-20.jpg,1591.9665271966526,601.3669143356643,1749.9581589958157,755.3704108391609,1
20160927111324-550_color-%5BROI-1%5D-21.jpg,649.3723849372385,597.3494318181819,806.0251046025105,752.6920891608393,1
20160927111324-550_color-%5BROI-1%5D-21.jpg,839.4979079497907,597.3494318181819,992.133891213389,752.6920891608393,1
20160927111324-550_color-%5BROI-1%5D-21.jpg,1569.205020920502,598.6885926573426,1728.5355648535565,752.6920891608391,1
20160927111324-550_color-%5BROI-1%5D-17.jpg,1041.673640167364,640.2025786713286,1154.142259414226,751.3529283216783,1
20160927111324-550_color-%5BROI-1%5D-17.jpg,1600,640.2025786713286,1717.824267782427,752.6920891608391,1
20160927111324-550_color-%5BROI-1%5D-7.jpg,435.1464435146443,582.6186625874126,587.7824267782427,736.6221590909091,1
20160927111324-550_color-%5BROI-1%5D-7.jpg,611.8828451882845,605.3843968531469,760.5020920502092,752.6920891608393,1
20160927111324-550_color-%5BROI-1%5D-7.jpg,1297.4058577405858,587.9753059440559,1447.3640167364017,743.3179632867132,1
20160927111324-550_color-%5BROI-1%5D-7.jpg,1558.4937238493724,600.0277534965035,1713.807531380753,752.6920891608391,1
20160927111324-550_color-%5BROI-1%5D-9.jpg,1057.7405857740584,626.8109702797203,1176.9037656903765,748.6746066433567,1
20160927111324-550_color-%5BROI-1%5D-9.jpg,1653.5564853556484,626.8109702797203,1776.73640167364,747.3354458041958,1
20170418073200_color-%5BROI-1%5D-110.jpg,704.2677824267782,679.9755890575079,832.8033472803347,808.4867711661341,1
20170418073200_color-%5BROI-1%5D-110.jpg,854.2259414225941,677.2982727635782,980.0836820083682,808.4867711661341,1
20170418073200_color-%5BROI-1%5D-110.jpg,1439.3305439330543,685.3302216453674,1569.205020920502,809.825429313099,1
20170418073200_color-%5BROI-1%5D-111.jpg,398.99581589958154,702.7327775559105,487.3640167364016,792.4228734025559,1
20170418073200_color-%5BROI-1%5D-111.jpg,812.7196652719665,708.08741014377,901.0878661087866,795.1001896964856,1
20170418073200_color-%5BROI-1%5D-104.jpg,502.092050209205,675.9596146166134,625.2719665271966,807.1481130191693,1
20170418073200_color-%5BROI-1%5D-104.jpg,646.694560669456,675.9596146166134,777.9079497907949,805.8094548722045,1
20170418073200_color-%5BROI-1%5D-104.jpg,1447.3640167364017,681.3142472044728,1585.2719665271966,811.1640874600639,1
20170418073200_color-%5BROI-1%5D-183.jpg,81.67364016736401,669.2663238817892,219.581589958159,797.7775059904154,1
20170418073200_color-%5BROI-1%5D-183.jpg,232.97071129707112,671.9436401757189,364.18410041841,801.79348043131,1
20170418073200_color-%5BROI-1%5D-183.jpg,374.89539748953973,658.5570587060703,506.1087866108786,793.7615315495208,1
20170418073200_color-%5BROI-1%5D-183.jpg,716.3179916317991,671.9436401757189,860.9205020920501,803.1321385782747,1
20170418073200_color-%5BROI-1%5D-183.jpg,1167.531380753138,678.6369309105431,1302.7615062761504,809.825429313099,1
20170418073200_color-%5BROI-1%5D-150.jpg,441.84100418410037,705.4100938498402,531.5481171548116,803.1321385782747,1
20170418073200_color-%5BROI-1%5D-150.jpg,811.3807531380753,704.0714357028754,906.4435146443515,805.8094548722045,1
20170418073200_color-%5BROI-1%5D-137.jpg,589.1213389121339,678.6369309105431,718.9958158995815,808.4867711661342,1
20170418073200_color-%5BROI-1%5D-137.jpg,755.1464435146443,682.6529053514377,885.0209205020919,809.825429313099,1
20170418073200_color-%5BROI-1%5D-137.jpg,1534.3933054393306,681.3142472044728,1660.2510460251046,805.8094548722045,1
20170418073200_color-%5BROI-1%5D-164.jpg,313.3054393305439,679.9755890575079,440.50209205020917,800.454822284345,1
20170418073200_color-%5BROI-1%5D-164.jpg,463.2635983263598,678.6369309105431,589.1213389121339,803.1321385782747,1
20170418073200_color-%5BROI-1%5D-164.jpg,1037.6569037656902,675.9596146166134,1164.8535564853555,811.1640874600639,1
20170418073200_color-%5BROI-1%5D-118.jpg,714.979079497908,722.8126497603834,785.9414225941423,788.4068989616613,1
20170418073200_color-%5BROI-1%5D-118.jpg,955.9832635983263,716.1193590255591,1033.6401673640166,789.7455571086261,1
20170418073200_color-%5BROI-1%5D-79.jpg,1040.3347280334729,710.7647264376997,1136.73640167364,808.4867711661342,1
20170418073200_color-%5BROI-1%5D-79.jpg,1500.9205020920501,710.7647264376997,1604.0167364016736,807.1481130191693,1
20170418073200_color-%5BROI-1%5D-77.jpg,677.4895397489539,673.2822983226837,803.347280334728,805.8094548722045,1
20170418073200_color-%5BROI-1%5D-77.jpg,816.7364016736401,674.6209564696485,950.6276150627614,804.4707967252396,1
20170418073200_color-%5BROI-1%5D-77.jpg,1388.4518828451883,679.9755890575079,1522.3430962343095,805.8094548722045,1
20170418073200_color-%5BROI-1%5D-76.jpg,320,667.9276657348241,444.5188284518828,801.7934804313097,1
20170418073200_color-%5BROI-1%5D-76.jpg,467.28033472803344,666.5890075878594,606.5271966527196,804.4707967252397,1
20170418073200_color-%5BROI-1%5D-76.jpg,898.4100418410042,670.604982028754,1033.6401673640166,808.4867711661342,1
20170418073200_color-%5BROI-1%5D-67.jpg,951.9665271966527,701.3941194089457,1053.7238493723848,809.825429313099,1
20170418073200_color-%5BROI-1%5D-67.jpg,1433.9748953974895,702.7327775559105,1537.071129707113,807.1481130191693,1
20170418073200_color-%5BROI-1%5D-72.jpg,826.1087866108786,678.6369309105431,950.6276150627615,805.8094548722045,1
20170418073200_color-%5BROI-1%5D-72.jpg,973.3891213389121,681.3142472044728,1100.5857740585773,808.4867711661342,1
20170418073200_color-%5BROI-1%5D-72.jpg,1539.7489539748954,678.6369309105431,1669.623430962343,805.8094548722045,1
20170418074502_color-%5BROI-1%5D-126.jpg,1460.7531380753137,674.8486312399356,1594.644351464435,804.8067632850241,1
20170418074502_color-%5BROI-1%5D-126.jpg,749.7907949790795,673.5088566827696,875.6485355648535,803.4669887278583,1
20170418074502_color-%5BROI-1%5D-109.jpg,1431.297071129707,720.4009661835748,1515.6485355648535,799.4476650563606,1
20170418074502_color-%5BROI-1%5D-109.jpg,1139.4142259414225,720.4009661835748,1218.4100418410042,799.4476650563606,1
20170418074502_color-%5BROI-1%5D-13.jpg,1342.928870292887,676.1884057971014,1470.1255230125523,800.7874396135265,1
20170418074502_color-%5BROI-1%5D-13.jpg,697.5732217573221,674.8486312399356,826.1087866108786,796.768115942029,1
20170418074502_color-%5BROI-1%5D-13.jpg,542.2594142259414,673.5088566827696,664.1004184100418,796.7681159420289,1
20170418074502_color-%5BROI-1%5D-125.jpg,1574.560669456067,707.0032206119163,1670.9623430962342,800.7874396135265,1
20170418074502_color-%5BROI-1%5D-125.jpg,1063.0962343096235,702.9838969404186,1156.8200836820083,800.7874396135265,1
20170418074502_color-%5BROI-1%5D-125.jpg,437.8242677824268,707.0032206119163,530.2092050209205,795.4283413848632,1
20170418073200_color-%5BROI-1%5D-84.jpg,208.87029288702925,698.716803115016,301.255230125523,803.1321385782747,1
20170418073200_color-%5BROI-1%5D-84.jpg,698.9121338912133,708.08741014377,799.3305439330543,803.1321385782747,1
20170418074502_color-%5BROI-1%5D-39.jpg,1126.0251046025105,676.1884057971014,1251.8828451882846,803.4669887278583,1
20170418074502_color-%5BROI-1%5D-39.jpg,490.0418410041841,672.1690821256038,614.560669456067,802.1272141706925,1
20170418074502_color-%5BROI-1%5D-39.jpg,350.7949790794979,672.1690821256038,471.2970711297071,795.4283413848631,1
20170418074502_color-%5BROI-1%5D-88.jpg,1492.887029288703,677.5281803542673,1618.744769874477,803.4669887278583,1
20170418074502_color-%5BROI-1%5D-88.jpg,791.2970711297071,676.1884057971014,917.1548117154812,803.4669887278583,1
20170418074502_color-%5BROI-1%5D-86.jpg,1661.5899581589958,670.829307568438,1788.7866108786611,796.768115942029,1
20170418074502_color-%5BROI-1%5D-86.jpg,1052.3849372384936,668.1497584541063,1183.5983263598325,799.4476650563607,1
20170418074502_color-%5BROI-1%5D-77.jpg,1618.744769874477,673.5088566827696,1747.2803347280335,803.4669887278583,1
20170418074502_color-%5BROI-1%5D-77.jpg,1041.673640167364,674.8486312399356,1168.8702928870293,806.14653784219,1
20170418074502_color-%5BROI-1%5D-77.jpg,889.0376569037657,673.5088566827696,1014.8953974895397,799.4476650563606,1
20170418074502_color-%5BROI-1%5D-53.jpg,1510.2928870292885,674.8486312399356,1644.1841004184098,802.1272141706925,1
20170418074502_color-%5BROI-1%5D-53.jpg,357.489539748954,669.4895330112721,482.0083682008368,798.1078904991948,1
20170418075806_color-%5BROI-1%5D-146.jpg,980.0836820083682,677.9805878812199,1107.2803347280335,803.816863964687,1
20170418075806_color-%5BROI-1%5D-146.jpg,345.439330543933,677.9805878812199,467.28033472803344,797.123445024077,1
20170418075806_color-%5BROI-1%5D-146.jpg,208.87029288702928,675.303220304976,321.3389121338912,795.7847612359551,1
20170418074502_color-%5BROI-1%5D-94.jpg,780.5857740585774,673.5088566827696,905.1046025104603,800.7874396135264,1
20170418074502_color-%5BROI-1%5D-94.jpg,929.2050209205021,673.5088566827696,1053.7238493723848,799.4476650563606,1
20170418074502_color-%5BROI-1%5D-94.jpg,1510.2928870292885,677.5281803542673,1634.8117154811714,799.4476650563607,1
20170418074502_color-%5BROI-1%5D-91.jpg,1484.8535564853555,672.1690821256038,1616.0669456066944,799.4476650563606,1
20170418074502_color-%5BROI-1%5D-91.jpg,934.5606694560669,665.4702093397746,1068.4518828451883,798.1078904991948,1
20170418074502_color-%5BROI-1%5D-91.jpg,773.8912133891213,670.829307568438,903.765690376569,798.1078904991948,1
20170418075806_color-%5BROI-1%5D-135.jpg,579.7489539748954,698.0608447030497,676.1506276150627,797.123445024077,1
20170418075806_color-%5BROI-1%5D-135.jpg,145.94142259414224,692.7061095505618,236.98744769874475,791.7687098715891,1
20170418074502_color-%5BROI-1%5D-92.jpg,868.9539748953974,674.8486312399356,989.4560669456066,796.768115942029,1
20170418074502_color-%5BROI-1%5D-92.jpg,1020.2510460251045,676.1884057971014,1142.092050209205,796.7681159420289,1
20170418074502_color-%5BROI-1%5D-92.jpg,1628.1171548117154,676.1884057971014,1745.9414225941423,794.0885668276972,1
20170418075806_color-%5BROI-1%5D-49.jpg,1522.3430962343095,679.3192716693419,1652.2175732217572,803.816863964687,1
20170418075806_color-%5BROI-1%5D-49.jpg,872.9707112970711,673.964536516854,997.489539748954,799.800812600321,1
20170418075806_color-%5BROI-1%5D-49.jpg,706.9456066945606,671.28716894061,835.4811715481171,798.462128812199,1
20170418075806_color-%5BROI-1%5D-39.jpg,1527.6987447698743,676.6419040930979,1654.8953974895396,802.4781801765649,1
20170418075806_color-%5BROI-1%5D-39.jpg,1298.744769874477,673.964536516854,1428.6192468619247,802.478180176565,1
20170418075806_color-%5BROI-1%5D-39.jpg,775.2301255230125,668.609801364366,907.7824267782426,801.1394963884431,1
20170418075806_color-%5BROI-1%5D-39.jpg,625.2719665271966,651.2069121187801,748.4518828451883,775.7045044141253,1
20170418075806_color-%5BROI-1%5D-27.jpg,1405.857740585774,676.6419040930979,1535.7322175732218,802.4781801765649,1
20170418075806_color-%5BROI-1%5D-27.jpg,814.0585774058577,677.9805878812199,937.2384937238494,801.139496388443,1
20170418075806_color-%5BROI-1%5D-27.jpg,646.694560669456,676.6419040930979,767.1966527196652,801.1394963884429,1
20170418075806_color-%5BROI-1%5D-59.jpg,1664.2677824267782,679.3192716693419,1786.1087866108787,807.832915329053,1
20170418075806_color-%5BROI-1%5D-59.jpg,1115.3138075313807,676.6419040930979,1247.8661087866108,809.171599117175,1
20170418075806_color-%5BROI-1%5D-59.jpg,760.5020920502092,672.625852728732,893.0543933054394,802.478180176565,1
20170418075806_color-%5BROI-1%5D-59.jpg,614.5606694560669,675.303220304976,740.418410041841,802.478180176565,1
20170418075806_color-%5BROI-1%5D-59.jpg,460.5857740585774,672.625852728732,589.1213389121339,801.139496388443,1
20170418075806_color-%5BROI-1%5D-25.jpg,1649.5397489539748,704.7542636436598,1739.246861924686,798.4621288121991,1
20170418075806_color-%5BROI-1%5D-25.jpg,1280,707.4316312199037,1368.36820083682,801.139496388443,1
